x0,x1
0.743168966689585,0.4390055017059775
0.7061543323378194,0.5500618402884881
0.6683974914914155,0.5059609285458097
0.7957347362725617,0.6495412740328941
0.7177015055722209,0.48199830529087273
0.2916637195003462,0.44389237768463263
0.1371449790019403,0.42886218215827787
0.7082151812307216,0.5945965132072306
0.25583148327389355,0.6757698197580692
0.6260614870452341,0.5668714146328094
0.7083315028914644,0.2904787820571135
0.23626706804061606,0.5609653285741422
0.7499774170354578,0.4378874520119199
0.7981386561612751,0.419663639026276
0.1441639498897982,0.5843416675646734
0.5992334379004409,0.4869842566471176
0.009608672486286884,0.5060440550713843
0.3272003962693735,0.5124119504689284
0.22892700215016512,0.47013095868463534
0.13273282999188818,0.47843457425426694
0.23907015968885395,0.5004695210126786
0.7326074541958074,0.4946338257908206
0.7127501656120617,0.5364349669387642
0.1650175015396103,0.4476334431932376
0.7444789481575149,0.4849168232491734
0.0556245158328148,0.5875725685879947
0.2929679066502035,0.4706999491097232
0.1473652083263029,0.4660920798790645
0.8061183753269653,0.5670562772826164
0.3368329214960586,0.581324447278863
0.2570676436203539,0.3229199332069299
0.2339905849156975,0.5358288164092629
0.28885642966756064,0.4794540092380238
0.14176929755905449,0.3647733835795627
0.724672724485468,0.530730590993869
0.26201536223388205,0.431046612295904
0.7769622389446567,0.42910817351384467
0.9431623567483829,0.39805503622868094
0.16114006364319172,0.574485864577152
0.21616326409293055,0.5237835481753519
0.15278961135094904,0.4844700401902969
0.8347629160849966,0.5150799579101225
0.6089209946685404,0.6406502925453773
0.24155300011255548,0.28644357953645766
0.31370079726572,0.6793497549912633
0.15256087476300026,0.3746233298563473
0.7239995199630007,0.4396288161279597
0.703267397169633,0.4430640691511233
0.6953372604743973,0.4405016052401716
0.10627386896051108,0.6183233067335264
0.776657220748461,0.5943977859980825
0.803211111025466,0.48019153120648533
0.23352533108236193,0.4949499597986412
0.2819736745362606,0.5731028475651518
0.7129680592881886,0.48041947971375426
0.7712619964953967,0.5205016375162986
0.5738920793782873,0.5653024435048501
0.3250106069258177,0.4138127094829827
0.5782900539793017,0.5755158181934925
0.6509662497003554,0.4591439905666371
0.8406597967875233,0.5156826767123489
0.6302664659536807,0.25479625660101934
0.5195641898226512,0.5495871062771784
0.2633982084579724,0.6029681675924625
0.37978001502457204,0.5219301347089944
0.7797684641406407,0.6093713615026568
0.25397915590378006,0.50562753848926
0.1312790272824968,0.3906302854204343
0.2970116342495754,0.46718663121612075
0.17596367603795643,0.6088901648833576
0.7100960564633096,0.29690251934590683
0.9182964713124814,0.5226535638661741
0.3865005777190662,0.4536925524604033
0.2535675741384894,0.5314846990193635
0.20358746552313506,0.48698794916897037
0.25534147361892473,0.5735507915945152
0.7925682904380991,0.4262584223558632
0.8224573611649559,0.3868101549958012
0.27027342395349996,0.45125214919395484
0.852369759672552,0.36275287756118724
0.9365687046418356,0.43221034169749595
0.24084442478631685,0.5482948252119165
0.8888013660936246,0.5170860040007244
0.20839993992381572,0.6929209447244025
0.2213637461891801,0.5586562750318629
0.3002452886151945,0.6018758228412939
0.6879250430318887,0.48814158196751617
0.19794186287716997,0.48735293008762504
0.14175277978787104,0.49341742105676945
0.7478072259229332,0.5993928728651647
0.8081107985085,0.46949351809266987
0.8233690261614015,0.5286966001868935
0.9340124994755687,0.506939734621962
0.8622197801710394,0.4397943268270736
0.2631659611161699,0.47724647004586296
0.7304907276545293,0.27123108068697843
0.29744809723051696,0.43279499826141754
0.23048193531142747,0.5451697757550364
0.8090197688264702,0.3816421837838499
0.17255122126957356,0.5848669252353458
0.1637011945787967,0.6673301126544406
0.6274136465471137,0.5399033526104101
0.4394855415963636,0.4982260489773186
0.2769266877171135,0.5503753764628904
0.48533529714838225,0.5089189079432747
0.6454466048772758,0.3849838009335217
0.6614428390087858,0.470235863309298
0.3013437353488608,0.47660436092473424
0.8163723287696512,0.4516349664803323
0.2328327833227066,0.48536066125669725
0.27422619502926066,0.5808477332720865
0.576054703380021,0.5530241633079487
0.6258792071365905,0.5512815413088037
0.3228859000862254,0.46240567184161935
0.6930237642566741,0.427776744455676
0.2366396685166866,0.5524152938740269
0.2824661672476305,0.40733826979371146
0.3134161422226698,0.5175537382903694
0.37935182883026675,0.5421566731483866
0.35898695839588013,0.4691754396443265
0.07216779654090288,0.5415640526835179
0.6452397829877518,0.45570576575364075
0.27114825939723236,0.6415096220185171
0.23271560807823638,0.4427346046858238
0.842965051163445,0.5362619997627825
0.716951551974147,0.3954222268899373
0.31656544714448176,0.5926153164664012
0.8380638056339367,0.328906621516617
0.08880389057686255,0.5231974942508619
0.21436026176345072,0.49497608658633296
0.7260568862210777,0.42452509058234045
0.9878116893437392,0.4976517579234344
0.40050202643637245,0.3756855048091173
0.6381633194223697,0.5578894074238719
0.16208344714112177,0.6225098042993296
0.27625694159598735,0.6392446626425285
0.16181623483104318,0.5034701988680026
0.3622937889809832,0.5225741162887529
0.6302341500520665,0.5234017084223453
0.7894833660089826,0.45359368054110033
0.6934432271883851,0.5768216123646768
0.2401485626472016,0.5582106710451812
0.3259704621834518,0.5566742322004933
0.2266427905517919,0.4570020015932654
0.7600079427336972,0.5355019572081946
0.7186345933569349,0.5116286003763414
0.3382996350324674,0.6756280667404874
0.1869374322031898,0.5464262061265306
0.31000551235545953,0.480656653120557
0.7676603100293483,0.4805633679745536
0.8223995415902343,0.38769313057158183
0.45116119588757075,0.5669972654887895
0.21916715672392162,0.5784513134316452
0.8838309648336613,0.47528812803851306
0.7299580367903117,0.4400173748378956
0.6012665474413101,0.5244255019613989
0.6901561539618083,0.47130728232918434
0.6911486934026733,0.5620664360649745
0.6615484920899748,0.5520361065044654
0.2566982659872546,0.35189794038352173
0.3464162792398761,0.39515550049460785
0.30925687661766293,0.6246504607530087
0.2720158520626234,0.5868704703965725
0.31108807235804015,0.4692354231979746
0.3302907321747294,0.37761382515967656
0.9571194557024612,0.5649416580506649
0.22428686286218288,0.417086238743087
0.2907767379075258,0.38785858268670076
0.8273356986033922,0.5086477123909241
0.21652710961881416,0.4268333798786753
0.3456122599179504,0.3465110872740615
0.5904248350375517,0.5552083385832485
0.7629712265044578,0.5392211351826902
0.28011462498257256,0.6295020449418536
0.39689236686824125,0.4192546944504607
0.11604911378705787,0.47390394218774134
0.7463527376614724,0.3711997653626719
0.04856214212056156,0.2559239744466934
0.23438101820504084,0.31912969894788246
0.8995573853855454,0.5348952446877425
0.6905832104006905,0.5030563716679477
0.7796865505922677,0.48879427317557633
0.3886217710008401,0.4432627406029136
0.7528978459254124,0.4450475202988795
0.6582704750604705,0.5178576354160007
0.7513181678256979,0.6449489107936527
0.5868054833868436,0.48281414907722375
0.6546634876509011,0.569102882572239
0.39115743156267524,0.47394211512230155
0.629212909982241,0.7091562258195345
0.7454266404578803,0.3004721500376677
0.6362922538683128,0.48246391544908673
0.7311365085273306,0.2846715150537086
0.5999548577516123,0.5625619380808382
0.34294777849921804,0.40550957681844574
0.327202432535163,0.5404634332130392
0.6520037912987836,0.48053356492710836
0.8669241104033285,0.5860267744522228
0.3332098666452242,0.5788729829153965
0.7181958348159228,0.583220290073748
0.5798028501435731,0.5379234982958833
0.930362889633279,0.5881275215952366
0.7995359024552894,0.45060221295386205
0.2907361053288469,0.5631464157438941
0.19698971082981542,0.5286819164754677
0.6654315011396296,0.5782070496404368
0.6624883829349235,0.6819652314541501
0.8174101975814178,0.5227803919690461
0.32111570282225277,0.7248119727102634
0.14349906894986517,0.7872748625840738
0.29629946613139746,0.4626330302309872
0.6619238220154783,0.3403053598841149
0.024441652704080146,0.7409551872750675
0.31029191922511357,0.7263685621235549
0.8627742464023009,0.4651369902011044
0.880171056238015,0.4774988224648606
0.8325969013946894,0.4493050131655345
0.3076117755791782,0.5763498988263115
0.7776674947760904,0.46320222590953536
0.8004484299242053,0.5946203140620749
0.18932842400448976,0.5644684285453155
0.7347903131147796,0.4494736547368544
0.21435451422411234,0.6096519239385217
0.2123784605218623,0.37946742792255195
0.21029008208069414,0.4646716704624653
0.35341938449693683,0.5359919327474525
0.04293780392442134,0.4656633406676951
0.7026336928378021,0.4008295753518558
0.6597561000518131,0.6300094969590344
0.6252042264307567,0.3226722941094604
0.24253117908688562,0.5562425434460857
0.2807168232586634,0.5292138115203322
0.6733945989493366,0.5054689411467664
0.632253077839892,0.6426531083575803
0.1900842182814302,0.43460775775289656
0.7030841342315917,0.5009261808189269
0.42919735512630636,0.4747465706891018
0.3153441772657509,0.6260412259462038
0.22387361585120275,0.6166925025601626
0.7396797994472001,0.2562924588791876
0.2198221914428764,0.521699230843526
0.331267696503479,0.43486596550038903
0.13084089886314554,0.6045307965938225
0.6886786060908069,0.5223535067092917
0.647182098091708,0.5916750910034598
0.9300522682984275,0.6074956760330068
0.7093426606848253,0.46562944142120966
0.8510508381470427,0.5422752004697902
