x0,x1,y,split
0.3770438287911187,0.5870232483994983,1.0,train
-1.2228652040045362,1.5141239392092707,0.0,train
-0.03628240045570897,-1.56213553385771,1.0,train
-1.217458582675224,0.15137249112608894,1.0,train
0.0721882682394469,0.5032391518564169,1.0,train
-0.6031492719208444,1.0668778424355754,0.0,train
-0.6669467111747204,-1.929020186290167,0.0,train
1.6680035658445638,0.21083085485472206,0.0,train
-3.35762417283752,-0.8992562682980698,0.0,train
1.4390534418154939,-1.6702153181395867,0.0,train
0.32728252978154876,-1.0433348119830947,1.0,train
-1.2983982912426981,1.1172861064020478,0.0,train
-1.3260692443316378,1.8625199065735683,0.0,train
0.8565946957375057,1.5711579153937707,0.0,train
0.33908122623726106,0.3832895039192332,1.0,train
0.29954182081751707,-0.8858771565189948,1.0,train
0.8901713540954939,-0.2623677090719195,0.0,train
-0.3920954066448906,0.28034227681467594,1.0,train
-0.5744996801747143,-1.2873306140434835,0.0,train
0.47120362810522204,-1.6972110083537477,0.0,train
0.3537309619257453,0.397344558856788,1.0,train
-0.9521665071393869,1.0126847674997776,0.0,train
0.5236067919436418,0.706838042416877,1.0,train
0.1626099960507817,-0.8562559731175983,1.0,train
0.5318291209233093,-0.24816441135843229,1.0,train
0.3026518356029621,-1.3197892885798375,0.0,train
-0.08961724740086431,-0.6850451054595507,1.0,train
0.19050675895301075,0.8516474808864357,1.0,train
-2.782464007587131,-0.11700856790858144,0.0,train
0.08302786754372221,0.37693522382926004,1.0,train
-0.12620382439469796,-0.23760157333974777,1.0,train
0.3141549548211324,1.2936012933797816,0.0,train
0.2717874909741021,-1.1931382938962,0.0,train
1.8863304548201527,0.04752644430405165,0.0,train
-0.3029744261145169,-0.9075398684915206,1.0,train
0.8810782794415735,-0.44628010491319,1.0,train
1.6636797140954518,0.13478146427104776,0.0,train
1.3178577491426293,-1.4063583378414224,0.0,train
-0.5298871792300482,-0.2850018943023585,1.0,train
1.1044179896549933,-2.8744934507073365,0.0,train
-2.084283720456457,1.5360332577872924,0.0,train
0.5209703103886674,-0.9105308735569778,1.0,train
-0.4537430038305327,-1.0531379741281426,0.0,train
-0.14192889418379415,0.03288948731111836,1.0,train
0.26206285975720744,-0.3231291821924604,1.0,train
1.275393895168583,-1.54784994357647,0.0,train
-0.11565427566148585,1.1931612455241576,0.0,train
-2.190861607312824,2.1582109566730847,0.0,train
0.48348768293443184,1.2037311214272044,0.0,train
-0.017596517387088974,-0.6543388950814415,1.0,train
0.8845044813012464,1.1512442082740313,0.0,train
-0.8061796345851092,-0.48259208510306606,1.0,train
0.5966067668379721,-0.43263589984723766,1.0,train
0.6174127123531712,-0.8056810502784112,1.0,train
0.28330807306049,-1.281750035600074,0.0,train
1.9980452948434853,-0.7834825841507739,0.0,train
-0.7740317489604086,-0.0628671134648207,1.0,train
-0.7384794321564137,-0.12637744549723626,1.0,train
1.1480183527274932,0.5440711356408995,0.0,train
0.5586635569642407,0.7430055993123503,1.0,train
-0.6659778847963971,0.8664549770212762,1.0,train
-0.849297225373011,0.305532933579118,1.0,train
-1.3308567315955837,-0.6158383165941829,0.0,train
0.7084665763583439,-1.7423836125679428,0.0,train
-0.7558969261330671,-1.138158578228885,0.0,train
0.6508786647027541,-0.90832414800977,1.0,train
-0.5227353715503126,0.2270241112421123,1.0,train
-0.1063380357031022,-1.0723957680013734,1.0,train
-0.4216805580914858,0.40464906283091534,1.0,train
