x0,x1,y
0.1438535590636143,0.26015728590741827,0.0
0.6240282281925296,0.4305047037807114,1.0
0.7488267003505933,0.4020222154394433,1.0
0.0189586303702034,0.8226076302381191,0.0
0.4466138152033543,0.6334075386172136,1.0
0.4103686852445728,0.7429776967950087,1.0
0.8142987149250432,0.23245308102126838,1.0
0.6036867062309065,0.3114275239577734,0.0
0.3154428604477427,0.28238076307107873,0.0
0.11431903105818852,0.36866613262732595,0.0
0.7686236657473359,0.8997823220597806,1.0
0.002618528855153235,0.9782754997506697,0.0
0.035066096885180476,0.5231382713469241,0.0
0.6859852555136371,0.04883954673814106,0.0
0.5024709894022312,0.35319342148552535,0.0
0.7383341545840401,0.47485531502680245,1.0
0.5043608809707751,0.5867756250246092,1.0
0.7928590062071734,0.9174112294409369,1.0
0.7707960553283081,0.9749848796646943,1.0
0.2769056477796352,0.6896684629281926,0.0
0.2748268654007262,0.26341298872073493,0.0
0.27789411644566153,0.11993154262797401,0.0
0.3290996764203864,0.30230329354628893,0.0
0.7626704916951834,0.392652295557413,1.0
0.6104167905003628,0.5741878608663399,1.0
0.10687779491833271,0.6425051348741383,0.0
0.17982416052443362,0.6666759783827868,0.0
0.5794035922252057,0.5651639616815788,1.0
0.9454627535678408,0.12772104311808075,1.0
0.8970799279897952,0.2531038888772197,1.0
0.22684002927103553,0.6363622318112582,0.0
0.6030256244094931,0.12530880933716582,0.0
0.25955086607332767,0.09875890781908636,0.0
0.46872128745586406,0.1896943680308386,0.0
0.8437835010013497,0.6050611378732744,1.0
0.1415253682427846,0.9390183476969953,0.0
0.04334706171111613,0.7530721150912788,0.0
0.22241015965933097,0.6462892476036401,0.0
0.18888612880310696,0.3818542899492494,0.0
0.5092965276407171,0.7298164591187231,1.0
0.5511229340617487,0.8857165638367516,1.0
0.07346987236247582,0.18038440019380808,0.0
0.609619080899176,0.8715613872707334,1.0
0.8511631481315752,0.6607196108516743,1.0
0.6381592929293904,0.3631261799420472,0.0
0.27725350994459774,0.3985166477384855,0.0
0.6971489491053376,0.3597374492556913,1.0
0.4726070976318363,0.18296331221423157,1.0
0.6401910328914964,0.798786339723167,1.0
0.41519896565254477,0.7618121477723035,1.0
0.8531079791278408,0.04438731612365299,0.0
0.2159429562355777,0.4222730560365697,0.0
0.003640418708875104,0.47679055708874796,0.0
0.48795052746147527,0.1618288244225652,0.0
0.9360912401972733,0.15275703222626058,1.0
0.6606892784023636,0.33170357143102425,1.0
0.8697178784376428,0.6666333601706258,1.0
0.32109042604402616,0.5792587360940031,0.0
0.2800596401252421,0.4538280942430766,0.0
0.19236922199049156,0.8390525398202223,1.0
0.9844352647116827,0.45505015879846855,1.0
0.3073507703916113,0.9930677755198022,1.0
0.4064403171417864,0.7552984803058189,1.0
0.202785036013025,0.71907889904023,0.0
0.7698262800441409,0.36859583450479994,1.0
0.34633202371274996,0.7457862770441168,1.0
0.4779562726123462,0.8312121230463808,1.0
0.7430297327728447,0.813142852150488,1.0
0.4161616746810032,0.11050150810407056,0.0
0.11744413060067493,0.8820261382295441,0.0
0.7187337379862865,0.33394543590775194,1.0
0.6213885677616099,0.8746479897782493,1.0
0.3342269129276775,0.05974216235641483,0.0
0.16487094391290147,0.46979376759684444,0.0
0.500285425061501,0.7171054058558055,1.0
0.6104572465902046,0.35601678888190613,1.0
0.06636779837308782,0.32158156784280656,0.0
0.8451366716545529,0.629541857007589,1.0
0.25730975194667804,0.7624108511344506,0.0
0.7879300860893246,0.13558447594371204,0.0
0.5675678921645678,0.3280906404550308,0.0
0.8748162470234849,0.1283037290817095,1.0
0.5199842597463871,0.5291116510237748,1.0
0.3758449340395008,0.5381181474521985,0.0
0.12628688824503032,0.39077768091368914,0.0
0.14592837634487066,0.07070718064803172,0.0
0.8320166197261846,0.6092840381258592,1.0
0.1790115376170761,0.3813270390578192,0.0
0.009881986415604893,0.42668750581829273,0.0
0.4901586683622242,0.47457819215379193,0.0
0.3151124380908177,0.8679649468576671,1.0
0.46545729588134,0.5119365642681984,1.0
0.3958156384055589,0.9489804763356489,1.0
0.25073150774131825,0.1957567605038807,0.0
0.18259358881026022,0.9431763654603819,1.0
0.19251138996259154,0.43911937785893207,0.0
0.6182873052049548,0.832523399533721,1.0
0.26914244376648366,0.5181484668485816,0.0
0.8317161347073116,0.02353246996034919,0.0
0.5144756420297184,0.1740370438313915,0.0
